user_id,total_orders,frequency_group,segment_name
9692,34,1,High
47035,34,1,High
50363,34,1,High
97345,34,1,High
96970,34,1,High
72521,34,1,High
39001,34,1,High
39110,34,1,High
37256,34,1,High
99149,34,1,High
25185,34,1,High
23761,34,1,High
49452,34,1,High
35757,34,1,High
31599,34,1,High
47877,34,1,High
19527,34,1,High
54292,34,1,High
35105,34,1,High
87530,34,1,High
91013,34,1,High
76680,34,1,High
22576,34,1,High
39550,34,1,High
79961,34,1,High
17555,34,1,High
48556,34,1,High
18418,34,1,High
57958,34,1,High
91142,34,1,High
20082,34,1,High
47043,34,1,High
93820,34,1,High
51138,34,1,High
79261,34,1,High
59416,34,1,High
95050,34,1,High
91933,34,1,High
16395,34,1,High
37944,34,1,High
86491,34,1,High
104184,34,1,High
61948,34,1,High
102396,34,1,High
100500,34,1,High
45239,34,1,High
18962,34,1,High
52342,34,1,High
58454,34,1,High
95534,34,1,High
32187,34,1,High
65401,34,1,High
101049,34,1,High
31991,34,1,High
10179,34,1,High
8693,34,1,High
69236,34,1,High
16647,34,1,High
95167,34,1,High
41804,34,1,High
49821,34,1,High
94765,34,1,High
30806,34,1,High
49686,34,1,High
99821,34,1,High
90964,34,1,High
96791,34,1,High
102857,34,1,High
73855,34,1,High
18641,34,1,High
97132,34,1,High
66438,34,1,High
58739,34,1,High
52742,34,1,High
24078,34,1,High
22706,34,1,High
69740,34,1,High
58418,34,1,High
71258,34,1,High
70169,34,1,High
77164,34,1,High
19413,34,1,High
86586,34,1,High
8450,34,1,High
16874,34,1,High
101825,34,1,High
75846,34,1,High
59974,34,1,High
47637,34,1,High
98491,34,1,High
34764,34,1,High
66304,34,1,High
14491,34,1,High
73117,34,1,High
10548,34,1,High
23440,34,1,High
91560,34,1,High
11841,34,1,High
69887,34,1,High
17029,34,1,High
90228,34,1,High
27456,34,1,High
72944,34,1,High
20047,34,1,High
70723,34,1,High
79260,34,1,High
88558,34,1,High
14210,34,1,High
10791,34,1,High
9482,34,1,High
56566,34,1,High
33112,34,1,High
61813,34,1,High
75794,34,1,High
25148,34,1,High
51404,34,1,High
37525,34,1,High
36609,34,1,High
11335,34,1,High
81183,34,1,High
23502,34,1,High
93764,34,1,High
7436,34,1,High
28825,34,1,High
77924,34,1,High
48777,34,1,High
50375,34,1,High
72249,34,1,High
18635,34,1,High
90969,34,1,High
47604,34,1,High
50081,34,1,High
17888,34,1,High
66058,34,1,High
87311,34,1,High
42203,34,1,High
79844,34,1,High
10683,34,1,High
30368,34,1,High
55013,34,1,High
70619,34,1,High
40131,34,1,High
41415,34,1,High
36074,34,1,High
80212,34,1,High
40743,34,1,High
104694,34,1,High
48048,34,1,High
54996,34,1,High
90308,34,1,High
41460,34,1,High
22150,34,1,High
80524,34,1,High
58326,34,1,High
49613,34,1,High
94346,34,1,High
97620,34,1,High
38657,34,1,High
17761,34,1,High
82971,34,1,High
97558,34,1,High
13341,34,1,High
81755,34,1,High
63609,34,1,High
48510,34,1,High
56491,34,1,High
24158,34,1,High
87383,34,1,High
56241,34,1,High
62713,34,1,High
52819,34,1,High
26785,34,1,High
17649,34,1,High
33908,34,1,High
35717,34,1,High
94804,34,1,High
32027,34,1,High
15600,34,1,High
89816,34,1,High
14773,34,1,High
79790,34,1,High
72203,34,1,High
38489,34,1,High
80184,34,1,High
67094,34,1,High
47480,34,1,High
15822,34,1,High
60554,34,1,High
87580,34,1,High
88833,34,1,High
84007,34,1,High
18377,34,1,High
7649,34,1,High
82410,34,1,High
93880,34,1,High
99678,34,1,High
80756,34,1,High
22334,34,1,High
51748,34,1,High
97278,34,1,High
74400,34,1,High
47915,34,1,High
43454,34,1,High
35755,34,1,High
55383,34,1,High
27092,34,1,High
68724,34,1,High
38862,34,1,High
22532,34,1,High
97161,34,1,High
80732,34,1,High
42060,34,1,High
36785,34,1,High
61464,34,1,High
74916,34,1,High
63210,34,1,High
93828,34,1,High
53162,34,1,High
21756,34,1,High
7453,34,1,High
29804,34,1,High
82475,34,1,High
62822,34,1,High
7587,34,1,High
94791,34,1,High
83828,34,1,High
37617,34,1,High
31062,34,1,High
64609,34,1,High
30978,34,1,High
26395,34,1,High
17685,34,1,High
18370,34,1,High
70509,34,1,High
76657,34,1,High
45317,34,1,High
92595,34,1,High
78099,34,1,High
7693,34,1,High
39017,34,1,High
18376,34,1,High
53324,34,1,High
47804,34,1,High
39211,34,1,High
95937,34,1,High
16756,34,1,High
31444,34,1,High
66773,34,1,High
26238,34,1,High
17287,34,1,High
44312,34,1,High
93045,34,1,High
31184,34,1,High
95056,34,1,High
74383,34,1,High
16848,34,1,High
104581,34,1,High
101870,34,1,High
43730,34,1,High
39671,34,1,High
101534,34,1,High
48958,34,1,High
76206,34,1,High
82163,34,1,High
39837,34,1,High
25982,34,1,High
28915,34,1,High
14473,34,1,High
52441,34,1,High
36673,34,1,High
82461,34,1,High
42163,34,1,High
36540,34,1,High
77542,34,1,High
94297,34,1,High
95274,34,1,High
84515,34,1,High
82770,34,1,High
33552,34,1,High
80182,34,1,High
33716,34,1,High
18143,34,1,High
32886,34,1,High
94147,34,1,High
33329,34,1,High
52688,34,1,High
72142,34,1,High
72351,34,1,High
69717,34,1,High
29390,34,1,High
96826,34,1,High
14825,34,1,High
16429,34,1,High
103367,34,1,High
81818,34,1,High
79462,34,1,High
102966,34,1,High
80108,34,1,High
69058,34,1,High
14253,34,1,High
85509,34,1,High
53145,34,1,High
92395,34,1,High
8596,34,1,High
94552,34,1,High
43034,34,1,High
17688,34,1,High
95392,34,1,High
48526,34,1,High
23223,34,1,High
18326,34,1,High
52400,34,1,High
20014,34,1,High
73036,34,1,High
88824,34,1,High
88619,34,1,High
58218,34,1,High
64375,34,1,High
40041,34,1,High
45803,34,1,High
47415,34,1,High
67972,34,1,High
94849,34,1,High
63248,34,1,High
78376,34,1,High
88203,34,1,High
7103,34,1,High
94792,34,1,High
29849,34,1,High
95962,34,1,High
12666,34,1,High
25339,34,1,High
37635,34,1,High
8662,34,1,High
95977,34,1,High
130004,34,1,High
59057,34,1,High
25625,34,1,High
52718,34,1,High
101445,34,1,High
95512,34,1,High
48486,34,1,High
59292,34,1,High
74532,34,1,High
21792,34,1,High
176114,34,1,High
174128,34,1,High
175251,34,1,High
173317,34,1,High
51457,34,1,High
135427,34,1,High
183256,34,1,High
180738,34,1,High
171091,34,1,High
102131,34,1,High
193736,34,1,High
169956,34,1,High
89388,34,1,High
126502,34,1,High
137591,34,1,High
107085,34,1,High
137464,34,1,High
119857,34,1,High
84521,34,1,High
148777,34,1,High
199771,34,1,High
93450,34,1,High
155811,34,1,High
154106,34,1,High
57576,34,1,High
193674,34,1,High
39402,34,1,High
55168,34,1,High
2799,34,1,High
56318,34,1,High
6623,34,1,High
147170,34,1,High
189934,34,1,High
57919,34,1,High
135570,34,1,High
97969,34,1,High
126322,34,1,High
75942,34,1,High
114743,34,1,High
135429,34,1,High
121943,34,1,High
128665,34,1,High
200206,34,1,High
199132,34,1,High
115275,34,1,High
159848,34,1,High
37533,34,1,High
144550,34,1,High
177138,34,1,High
198229,34,1,High
166094,34,1,High
67134,34,1,High
193221,34,1,High
153053,34,1,High
30143,34,1,High
76012,34,1,High
105920,34,1,High
79955,34,1,High
20859,34,1,High
188783,34,1,High
153457,34,1,High
81667,34,1,High
94710,34,1,High
175036,34,1,High
129609,34,1,High
182995,34,1,High
126391,34,1,High
142872,34,1,High
148212,34,1,High
160084,34,1,High
68123,34,1,High
81075,34,1,High
156758,34,1,High
186256,34,1,High
166980,34,1,High
180717,34,1,High
130723,34,1,High
55650,34,1,High
41179,34,1,High
168651,34,1,High
197330,34,1,High
174512,34,1,High
19896,34,1,High
147143,34,1,High
106855,34,1,High
85773,34,1,High
139469,34,1,High
113368,34,1,High
160597,34,1,High
188189,34,1,High
24048,34,1,High
52125,34,1,High
198636,34,1,High
164855,34,1,High
191885,34,1,High
187153,34,1,High
131531,34,1,High
161973,34,1,High
185290,34,1,High
175326,34,1,High
124613,34,1,High
181172,34,1,High
179437,34,1,High
158703,34,1,High
202002,34,1,High
79128,34,1,High
170835,34,1,High
58285,34,1,High
154245,34,1,High
190691,34,1,High
50929,34,1,High
118691,34,1,High
133138,34,1,High
172700,34,1,High
94217,34,1,High
115785,34,1,High
121039,34,1,High
127487,34,1,High
158626,34,1,High
173511,34,1,High
158881,34,1,High
200825,34,1,High
184612,34,1,High
49217,34,1,High
17448,34,1,High
168625,34,1,High
21155,34,1,High
54374,34,1,High
6565,34,1,High
158225,34,1,High
20415,34,1,High
157800,34,1,High
149014,34,1,High
109103,34,1,High
120692,34,1,High
169765,34,1,High
29867,34,1,High
80004,34,1,High
169290,34,1,High
138849,34,1,High
181467,34,1,High
161686,34,1,High
14012,34,1,High
61749,34,1,High
57573,34,1,High
134870,34,1,High
144942,34,1,High
52451,34,1,High
161332,34,1,High
14800,34,1,High
172993,34,1,High
181595,34,1,High
173470,34,1,High
200286,34,1,High
145958,34,1,High
127072,34,1,High
124147,34,1,High
151312,34,1,High
18114,34,1,High
3602,34,1,High
165400,34,1,High
126709,34,1,High
149547,34,1,High
181334,34,1,High
142784,34,1,High
163061,34,1,High
189122,34,1,High
154517,34,1,High
194232,34,1,High
74764,34,1,High
140239,34,1,High
154467,34,1,High
119080,34,1,High
120253,34,1,High
3184,34,1,High
198033,34,1,High
149415,34,1,High
126741,34,1,High
29227,34,1,High
130244,34,1,High
138289,34,1,High
118580,34,1,High
165202,34,1,High
5972,34,1,High
1815,34,1,High
205769,34,1,High
121494,34,1,High
137024,34,1,High
1987,34,1,High
144356,34,1,High
160037,34,1,High
145951,34,1,High
80739,34,1,High
73992,34,1,High
116388,34,1,High
129102,34,1,High
125536,34,1,High
109946,34,1,High
179901,34,1,High
60122,34,1,High
129919,34,1,High
183212,34,1,High
156085,34,1,High
148279,34,1,High
81745,34,1,High
197266,34,1,High
167245,34,1,High
176791,34,1,High
1084,34,1,High
3950,34,1,High
162579,34,1,High
96843,34,1,High
184040,34,1,High
184251,34,1,High
192485,34,1,High
121414,34,1,High
206045,34,1,High
195138,34,1,High
187376,34,1,High
163251,34,1,High
122629,34,1,High
147418,34,1,High
142884,34,1,High
117040,34,1,High
120452,34,1,High
161405,34,1,High
165215,34,1,High
105119,34,1,High
148592,34,1,High
202311,34,1,High
202991,34,1,High
119047,34,1,High
198361,34,1,High
149218,34,1,High
161959,34,1,High
87255,34,1,High
112318,34,1,High
114709,34,1,High
90162,34,1,High
162225,34,1,High
200746,34,1,High
137633,34,1,High
99661,34,1,High
4024,34,1,High
27466,34,1,High
162920,34,1,High
199702,34,1,High
219,34,1,High
169262,34,1,High
106107,34,1,High
116776,34,1,High
129676,34,1,High
142583,34,1,High
68549,34,1,High
200967,34,1,High
143960,34,1,High
125224,34,1,High
140081,34,1,High
166348,34,1,High
121346,34,1,High
134349,34,1,High
183678,34,1,High
167451,34,1,High
122119,34,1,High
137699,34,1,High
117657,34,1,High
63350,34,1,High
30974,34,1,High
5341,34,1,High
55055,34,1,High
138956,34,1,High
163674,34,1,High
187540,34,1,High
118159,34,1,High
188137,34,1,High
165970,34,1,High
178911,34,1,High
127406,34,1,High
144776,34,1,High
194280,34,1,High
182397,34,1,High
1404,34,1,High
173685,34,1,High
198348,34,1,High
140109,34,1,High
22665,34,1,High
200094,34,1,High
127071,34,1,High
91625,34,1,High
72384,34,1,High
194628,34,1,High
33631,34,1,High
194255,34,1,High
118998,34,1,High
143147,34,1,High
174103,34,1,High
164001,34,1,High
159018,34,1,High
100192,34,1,High
109916,34,1,High
41150,34,1,High
91929,34,1,High
165681,34,1,High
91357,34,1,High
116340,34,1,High
120181,34,1,High
182310,34,1,High
16947,34,1,High
107508,34,1,High
172572,34,1,High
171846,34,1,High
164271,34,1,High
167456,34,1,High
122788,34,1,High
176974,34,1,High
176934,34,1,High
128598,34,1,High
133056,34,1,High
141824,34,1,High
205309,34,1,High
204475,34,1,High
136659,34,1,High
185514,34,1,High
152201,34,1,High
112729,34,1,High
193843,34,1,High
116547,34,1,High
197190,34,1,High
768,34,1,High
167595,34,1,High
174412,34,1,High
108859,34,1,High
196959,34,1,High
136403,34,1,High
8028,34,1,High
162388,34,1,High
55636,34,1,High
54262,34,1,High
201670,34,1,High
36440,34,1,High
321,34,1,High
29615,34,1,High
157388,34,1,High
83213,34,1,High
197633,34,1,High
171082,34,1,High
155721,34,1,High
201357,34,1,High
46069,34,1,High
26746,34,1,High
32198,34,1,High
73170,34,1,High
154494,34,1,High
90585,34,1,High
153367,34,1,High
148615,34,1,High
202660,34,1,High
118566,34,1,High
143249,34,1,High
37322,34,1,High
159483,34,1,High
107154,34,1,High
758,34,1,High
178083,34,1,High
32812,34,1,High
41483,34,1,High
134303,34,1,High
196913,34,1,High
177203,34,1,High
43235,34,1,High
21237,34,1,High
95685,34,1,High
38798,34,1,High
66104,34,1,High
79251,34,1,High
24741,34,1,High
92738,34,1,High
39565,34,1,High
35150,34,1,High
16931,34,1,High
69309,34,1,High
97440,34,1,High
18770,34,1,High
84890,34,1,High
38943,34,1,High
45490,34,1,High
58948,34,1,High
28283,34,1,High
23545,34,1,High
59542,34,1,High
92189,34,1,High
74638,34,1,High
15989,34,1,High
104807,34,1,High
18781,34,1,High
69754,34,1,High
138730,34,1,High
145785,34,1,High
5453,34,1,High
192803,34,1,High
131176,34,1,High
177128,34,1,High
168976,34,1,High
151430,34,1,High
130687,34,1,High
190958,34,1,High
159972,34,1,High
139138,34,1,High
188045,34,1,High
153291,34,1,High
448,34,1,High
182519,34,1,High
145561,34,1,High
157668,34,1,High
180800,34,1,High
120777,34,1,High
134385,34,1,High
125955,34,1,High
179075,34,1,High
117645,34,1,High
2102,34,1,High
162716,34,1,High
4674,34,1,High
154539,34,1,High
203165,34,1,High
121836,34,1,High
183558,34,1,High
128223,34,1,High
133285,34,1,High
127979,34,1,High
133045,34,1,High
120028,34,1,High
111150,34,1,High
116201,34,1,High
131368,34,1,High
154409,34,1,High
179556,34,1,High
205261,34,1,High
204697,34,1,High
158674,34,1,High
169373,34,1,High
199820,34,1,High
189321,34,1,High
182474,34,1,High
144344,34,1,High
142538,34,1,High
148285,34,1,High
132572,34,1,High
128502,34,1,High
194660,34,1,High
117665,34,1,High
202513,34,1,High
180380,34,1,High
137758,34,1,High
146546,34,1,High
109016,34,1,High
172279,34,1,High
146268,34,1,High
175638,34,1,High
170431,34,1,High
144628,34,1,High
127263,34,1,High
195298,34,1,High
113940,34,1,High
140748,34,1,High
164367,34,1,High
117092,34,1,High
168942,34,1,High
202947,34,1,High
126990,34,1,High
170735,34,1,High
487,34,1,High
174809,34,1,High
182915,34,1,High
205783,34,1,High
135353,34,1,High
178024,34,1,High
144104,34,1,High
106991,34,1,High
205444,34,1,High
110773,34,1,High
162072,34,1,High
914,34,1,High
127667,34,1,High
169345,34,1,High
115374,34,1,High
111239,34,1,High
122037,34,1,High
192027,34,1,High
179872,34,1,High
145694,34,1,High
120335,34,1,High
1396,34,1,High
134463,34,1,High
142854,34,1,High
130427,34,1,High
133159,34,1,High
206016,34,1,High
119956,34,1,High
128002,34,1,High
162484,34,1,High
149307,34,1,High
105285,34,1,High
205558,34,1,High
193995,34,1,High
191733,34,1,High
124081,34,1,High
123360,34,1,High
184110,34,1,High
121578,34,1,High
150803,34,1,High
126486,34,1,High
157689,34,1,High
205295,34,1,High
128148,34,1,High
168590,34,1,High
171065,34,1,High
196836,34,1,High
185155,34,1,High
175728,34,1,High
1487,34,1,High
5489,34,1,High
150793,34,1,High
187825,34,1,High
109929,34,1,High
176607,34,1,High
151368,34,1,High
194204,34,1,High
165611,34,1,High
150535,34,1,High
2495,34,1,High
198263,34,1,High
143853,34,1,High
188018,34,1,High
147994,34,1,High
177469,34,1,High
140766,34,1,High
133404,34,1,High
173090,34,1,High
136714,34,1,High
146172,34,1,High
185077,34,1,High
140877,34,1,High
165413,34,1,High
157959,34,1,High
196769,34,1,High
151402,34,1,High
150586,34,1,High
186823,34,1,High
203382,34,1,High
206046,34,1,High
171615,34,1,High
132545,34,1,High
113229,34,1,High
164717,34,1,High
122790,34,1,High
139359,34,1,High
119396,34,1,High
181385,34,1,High
178691,34,1,High
178739,34,1,High
120108,34,1,High
153199,34,1,High
109342,34,1,High
136468,34,1,High
128453,34,1,High
134622,34,1,High
140534,34,1,High
145550,34,1,High
132717,34,1,High
138098,34,1,High
109519,34,1,High
152516,34,1,High
142164,34,1,High
202717,34,1,High
199982,34,1,High
155252,34,1,High
2596,34,1,High
174290,34,1,High
168298,34,1,High
135386,34,1,High
151274,34,1,High
152488,34,1,High
203566,34,1,High
188933,34,1,High
142174,34,1,High
113915,34,1,High
125010,34,1,High
205535,34,1,High
1705,34,1,High
109926,34,1,High
131234,34,1,High
187922,34,1,High
5217,34,1,High
134389,34,1,High
181121,34,1,High
111210,34,1,High
190574,34,1,High
185947,34,1,High
202293,34,1,High
205868,34,1,High
139466,34,1,High
114846,34,1,High
122353,34,1,High
148984,34,1,High
149214,34,1,High
160347,34,1,High
138545,34,1,High
173198,34,1,High
154497,34,1,High
116022,34,1,High
202715,34,1,High
135204,34,1,High
161339,34,1,High
139534,34,1,High
155766,34,1,High
195496,34,1,High
196292,34,1,High
150103,34,1,High
166522,34,1,High
142400,34,1,High
202203,34,1,High
192696,34,1,High
182932,34,1,High
164632,34,1,High
153344,34,1,High
156350,34,1,High
204249,34,1,High
194762,34,1,High
146249,34,1,High
129455,34,1,High
159421,34,1,High
170392,34,1,High
154897,34,1,High
129673,34,1,High
140311,34,1,High
180037,34,1,High
173755,34,1,High
120895,34,1,High
173683,34,1,High
6002,34,1,High
128623,34,1,High
118556,34,1,High
174658,34,1,High
162612,34,1,High
189421,34,1,High
203247,34,1,High
184332,34,1,High
107588,34,1,High
122528,34,1,High
159882,34,1,High
165407,34,1,High
170380,34,1,High
108263,34,1,High
121124,34,1,High
154886,34,1,High
193008,34,1,High
191410,34,1,High
114902,34,1,High
115511,34,1,High
151647,34,1,High
174568,34,1,High
199776,34,1,High
21,34,1,High
138067,34,1,High
148562,34,1,High
160171,34,1,High
117719,34,1,High
196445,34,1,High
186234,34,1,High
130073,34,1,High
151443,34,1,High
127782,34,1,High
179942,34,1,High
168647,34,1,High
197715,34,1,High
131565,34,1,High
152344,34,1,High
180415,34,1,High
181682,34,1,High
148964,34,1,High
166726,34,1,High
144753,34,1,High
201755,34,1,High
120541,34,1,High
111584,34,1,High
202873,34,1,High
116415,34,1,High
127086,34,1,High
176596,34,1,High
172752,34,1,High
204506,34,1,High
152051,34,1,High
156295,34,1,High
184343,34,1,High
158263,34,1,High
184067,34,1,High
165886,34,1,High
159583,34,1,High
176680,34,1,High
161259,34,1,High
159316,34,1,High
131104,34,1,High
200900,34,1,High
126069,34,1,High
135095,34,1,High
201537,34,1,High
135740,33,1,High
136933,33,1,High
150248,33,1,High
179135,33,1,High
137789,33,1,High
185003,33,1,High
187928,33,1,High
176433,33,1,High
181439,33,1,High
175988,33,1,High
156830,33,1,High
191648,33,1,High
165928,33,1,High
130579,33,1,High
108942,33,1,High
159732,33,1,High
129439,33,1,High
106075,33,1,High
142723,33,1,High
148260,33,1,High
115954,33,1,High
169233,33,1,High
128284,33,1,High
122888,33,1,High
124092,33,1,High
142586,33,1,High
184936,33,1,High
115607,33,1,High
147277,33,1,High
106082,33,1,High
184771,33,1,High
2428,33,1,High
163087,33,1,High
166715,33,1,High
134985,33,1,High
124012,33,1,High
187280,33,1,High
134779,33,1,High
185851,33,1,High
167172,33,1,High
152798,33,1,High
124098,33,1,High
122429,33,1,High
199193,33,1,High
119589,33,1,High
192021,33,1,High
176105,33,1,High
115324,33,1,High
171012,33,1,High
5303,33,1,High
147130,33,1,High
160130,33,1,High
159655,33,1,High
105748,33,1,High
160745,33,1,High
200533,33,1,High
112206,33,1,High
182602,33,1,High
186031,33,1,High
2229,33,1,High
115325,33,1,High
183206,33,1,High
135849,33,1,High
183425,33,1,High
181055,33,1,High
174403,33,1,High
179871,33,1,High
173100,33,1,High
177876,33,1,High
190703,33,1,High
150924,33,1,High
205966,33,1,High
186183,33,1,High
148310,33,1,High
153735,33,1,High
152052,33,1,High
194758,33,1,High
194951,33,1,High
203294,33,1,High
153264,33,1,High
138589,33,1,High
170742,33,1,High
124319,33,1,High
162779,33,1,High
113527,33,1,High
188908,33,1,High
119156,33,1,High
182589,33,1,High
186078,33,1,High
105881,33,1,High
134872,33,1,High
199028,33,1,High
173035,33,1,High
166757,33,1,High
123036,33,1,High
125064,33,1,High
143447,33,1,High
139424,33,1,High
148294,33,1,High
193938,33,1,High
163244,33,1,High
164702,33,1,High
166031,33,1,High
135497,33,1,High
194566,33,1,High
1575,33,1,High
141701,33,1,High
165126,33,1,High
197870,33,1,High
146169,33,1,High
201882,33,1,High
163954,33,1,High
185656,33,1,High
150629,33,1,High
136466,33,1,High
136195,33,1,High
141779,33,1,High
183226,33,1,High
183333,33,1,High
194176,33,1,High
136495,33,1,High
162366,33,1,High
115507,33,1,High
166561,33,1,High
191048,33,1,High
129211,33,1,High
106474,33,1,High
151060,33,1,High
156795,33,1,High
5307,33,1,High
149290,33,1,High
187,33,1,High
138775,33,1,High
167341,33,1,High
117246,33,1,High
196120,33,1,High
205064,33,1,High
203674,33,1,High
160479,33,1,High
5002,33,1,High
134273,33,1,High
118364,33,1,High
122636,33,1,High
187507,33,1,High
124721,33,1,High
191405,33,1,High
115403,33,1,High
177584,33,1,High
165752,33,1,High
147469,33,1,High
126620,33,1,High
145494,33,1,High
139148,33,1,High
1658,33,1,High
160197,33,1,High
176738,33,1,High
183854,33,1,High
171745,33,1,High
115386,33,1,High
135759,33,1,High
202668,33,1,High
180785,33,1,High
106418,33,1,High
112223,33,1,High
119163,33,1,High
198204,33,1,High
154915,33,1,High
172947,33,1,High
110982,33,1,High
166333,33,1,High
198644,33,1,High
158070,33,1,High
162812,33,1,High
126464,33,1,High
127542,33,1,High
174699,33,1,High
165119,33,1,High
199299,33,1,High
3275,33,1,High
190615,33,1,High
141804,33,1,High
179601,33,1,High
121272,33,1,High
163218,33,1,High
172940,33,1,High
4333,33,1,High
190832,33,1,High
151039,33,1,High
163794,33,1,High
123623,33,1,High
106361,33,1,High
193288,33,1,High
198638,33,1,High
191570,33,1,High
197544,33,1,High
116617,33,1,High
185021,33,1,High
148951,33,1,High
105357,33,1,High
186209,33,1,High
198321,33,1,High
134304,33,1,High
130630,33,1,High
118130,33,1,High
165808,33,1,High
165287,33,1,High
203135,33,1,High
178884,33,1,High
139647,33,1,High
105005,33,1,High
155832,33,1,High
108571,33,1,High
196675,33,1,High
175208,33,1,High
153032,33,1,High
166493,33,1,High
109318,33,1,High
144930,33,1,High
194718,33,1,High
113973,33,1,High
189231,33,1,High
120303,33,1,High
124871,33,1,High
175633,33,1,High
135936,33,1,High
138042,33,1,High
173322,33,1,High
199799,33,1,High
110309,33,1,High
199588,33,1,High
183991,33,1,High
129072,33,1,High
158047,33,1,High
179624,33,1,High
187213,33,1,High
136099,33,1,High
111424,33,1,High
173545,33,1,High
194991,33,1,High
132305,33,1,High
185344,33,1,High
184206,33,1,High
1021,33,1,High
115750,33,1,High
184406,33,1,High
168275,33,1,High
143878,33,1,High
4196,33,1,High
121498,33,1,High
143659,33,1,High
106695,33,1,High
137742,33,1,High
114844,33,1,High
147165,33,1,High
112651,33,1,High
125407,33,1,High
122782,33,1,High
3378,33,1,High
933,33,1,High
129871,33,1,High
3312,33,1,High
113638,33,1,High
122511,33,1,High
142724,33,1,High
192463,33,1,High
107455,33,1,High
189787,33,1,High
153404,33,1,High
182225,33,1,High
169558,33,1,High
3223,33,1,High
206055,33,1,High
204771,33,1,High
130341,33,1,High
186127,33,1,High
146909,33,1,High
179554,33,1,High
172311,33,1,High
149546,33,1,High
139447,33,1,High
167036,33,1,High
159931,33,1,High
190268,33,1,High
117703,33,1,High
187782,33,1,High
184599,33,1,High
2294,33,1,High
153123,33,1,High
110069,33,1,High
198794,33,1,High
119689,33,1,High
198835,33,1,High
163101,33,1,High
140538,33,1,High
130074,33,1,High
138,33,1,High
175642,33,1,High
139260,33,1,High
173293,33,1,High
191694,33,1,High
155588,33,1,High
113319,33,1,High
148975,33,1,High
196423,33,1,High
177877,33,1,High
124989,33,1,High
145182,33,1,High
197741,33,1,High
179595,33,1,High
163515,33,1,High
3225,33,1,High
3406,33,1,High
115151,33,1,High
178522,33,1,High
195794,33,1,High
124146,33,1,High
126790,33,1,High
194799,33,1,High
3920,33,1,High
200259,33,1,High
170085,33,1,High
131165,33,1,High
190510,33,1,High
104978,33,1,High
109231,33,1,High
121333,33,1,High
203180,33,1,High
159214,33,1,High
108947,33,1,High
5299,33,1,High
114770,33,1,High
4646,33,1,High
170972,33,1,High
115108,33,1,High
3884,33,1,High
153226,33,1,High
182114,33,1,High
159353,33,1,High
130299,33,1,High
107858,33,1,High
194069,33,1,High
169381,33,1,High
193968,33,1,High
158168,33,1,High
116513,33,1,High
142190,33,1,High
127792,33,1,High
124966,33,1,High
144462,33,1,High
45783,33,1,High
97912,33,1,High
91201,33,1,High
80847,33,1,High
39052,33,1,High
25406,33,1,High
84672,33,1,High
83390,33,1,High
80812,33,1,High
57645,33,1,High
82058,33,1,High
39297,33,1,High
73951,33,1,High
21002,33,1,High
31384,33,1,High
47412,33,1,High
28460,33,1,High
86690,33,1,High
97643,33,1,High
13386,33,1,High
101171,33,1,High
18623,33,1,High
36214,33,1,High
50385,33,1,High
54801,33,1,High
92106,33,1,High
65489,33,1,High
25012,33,1,High
91999,33,1,High
78780,33,1,High
45445,33,1,High
84369,33,1,High
17898,33,1,High
93921,33,1,High
38327,33,1,High
7767,33,1,High
12865,33,1,High
70805,33,1,High
70612,33,1,High
54964,33,1,High
71611,33,1,High
77659,33,1,High
70154,33,1,High
11796,33,1,High
91604,33,1,High
41668,33,1,High
26185,33,1,High
44126,33,1,High
18518,33,1,High
81497,33,1,High
91825,33,1,High
76168,33,1,High
12012,33,1,High
20175,33,1,High
11233,33,1,High
53203,33,1,High
24865,33,1,High
43201,33,1,High
82371,33,1,High
18291,33,1,High
73014,33,1,High
34626,33,1,High
101879,33,1,High
70048,33,1,High
102198,33,1,High
82701,33,1,High
7967,33,1,High
102868,33,1,High
36593,33,1,High
99497,33,1,High
53195,33,1,High
66807,33,1,High
24268,33,1,High
42926,33,1,High
89340,33,1,High
24660,33,1,High
23129,33,1,High
48064,33,1,High
14819,33,1,High
99602,33,1,High
42345,33,1,High
21825,33,1,High
95362,33,1,High
93141,33,1,High
50096,33,1,High
10400,33,1,High
41743,33,1,High
65974,33,1,High
26163,33,1,High
71916,33,1,High
51118,33,1,High
75346,33,1,High
86955,33,1,High
78932,33,1,High
42003,33,1,High
85372,33,1,High
10996,33,1,High
10172,33,1,High
26220,33,1,High
93376,33,1,High
77553,33,1,High
20741,33,1,High
72081,33,1,High
45782,33,1,High
90884,33,1,High
34382,33,1,High
89599,33,1,High
56605,33,1,High
51453,33,1,High
54352,33,1,High
19433,33,1,High
97665,33,1,High
40438,33,1,High
78529,33,1,High
36443,33,1,High
85716,33,1,High
55747,33,1,High
46511,33,1,High
23739,33,1,High
20019,33,1,High
73642,33,1,High
46093,33,1,High
69826,33,1,High
101279,33,1,High
82437,33,1,High
16867,33,1,High
54279,33,1,High
61264,33,1,High
65780,33,1,High
63309,33,1,High
81934,33,1,High
48272,33,1,High
36408,33,1,High
20190,33,1,High
77123,33,1,High
80381,33,1,High
72999,33,1,High
39861,33,1,High
76174,33,1,High
35934,33,1,High
77038,33,1,High
30312,33,1,High
66768,33,1,High
97705,33,1,High
72814,33,1,High
78994,33,1,High
23176,33,1,High
35949,33,1,High
87084,33,1,High
71263,33,1,High
64478,33,1,High
104701,33,1,High
42528,33,1,High
